tier,name,director,phone1,phone2,city,spyur_url,website,facebook,staff,founded,updated,flag
"D","ԷՔՍՊՐԵՍ ԴԻՎԵԼՈՓՄԵՆԹ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Անդրեաս Հովհաննիսյան, տնօրեն","+37477225062","","Երևան","https://spyur.am/am/companies/express-development-accounting-company/47216","","https://www.facebook.com/DevelexAccounting/","","","21.01.2026","call"
"D","ԷՔՍՊՐԵՍ ՊԼՅՈՒՍ ԸՔԱՈՒՆԹԻՆԳ ՍՊԸ","","+37477686310","+37444686310","Գյումրի","https://spyur.am/am/companies/express-plus-accounting/57516","","https://www.facebook.com/expressplus.gyumri/","","","08.01.2026","call"
"D","ԸՆՏԱՆԵԿԱՆ ՀԱՇՎԱՊԱՀ (ԻՄԻՋ ՔՈՆՍԱԼԹԻՆԳ սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ)","Հայք Սարգսյան, տնօրեն","+37499200266","","Երևան","https://spyur.am/am/companies/family-accountant/55826","","https://www.facebook.com/profile.php?id=100076294212387","","","21.07.2026","call"
"D","ԸՔԱՈՒՆԹԻՆԳ ԹԱՅՄ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+37498866177","","Երևան","https://spyur.am/am/companies/accounting-time-accounting-company/43641","","https://www.facebook.com/Accounting-Time-1930687677030155","","","15.05.2026","call"
"D","ԸՔԱՈՒՆԹԻՆԳ ՍԸԼՅՈՒՇՆՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Արման Բարսեղյան, տնօրեն","+37494087817","+37495087817","Երևան","https://spyur.am/am/companies/accounting-solutions-accounting-office/55021","","https://www.facebook.com/accounting.solutions.acc","","","05.12.2025","call"
"D","ԸՔԱՈՒՆԹՆԹ ՍՔԻԼՍ","Լիլիթ Սաղյան, տնօրեն","+37494881206","","Երևան","https://spyur.am/am/companies/accountant-skills/56918","","https://www.facebook.com/profile.php?id=61560873144182","","","15.05.2026","call"
"D","ԹԱԴԵՎՈՍՅԱՆ ԸՆԴ ՓԱՐԹՆԵՐՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Անահիտ Զուռնաչյան, տնօրեն","+37498049244","","Երևան","https://spyur.am/am/companies/tadevosyan--partners-accounting-company/44649","","https://www.facebook.com/HashvapahutyunTP","","","12.06.2026","call"
"D","ԹԱՔՍ ԱՅԴԻԱ ՍՊԸ","Սերգեյ Ալեքսանդրի Ստեփանյան, տնօրեն","+37460650520","+37455155105","Երևան","https://spyur.am/am/companies/tax-idea/44584","","","<15","2018","06.02.2026","call"
"D","ԹԱՔՍ ԿՈՆՍԱԼՏԻՆԳ ՍՊԸ","Վիլենա Խաչիկյան, տնօրեն","+37441333335","+37495400333","Երևան","https://spyur.am/am/companies/tax-consulting/40649","","","","","11.03.2026","call"
"D","ԹԱՔՍ ՀԵԼՓ ԸՔՔԱՈՒՆԹԻՆԳ","Հենրիկ Սարգսյան, տնօրեն","+37495086080","+37443076080","Երևան","https://spyur.am/am/companies/tax-help-accounting/59545","","","","","11.06.2026","call"
"D","ԹԱՔՍ ՄԱՍՏԵՐ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Սերգեյ Ադամյան, տնօրեն","+37496036085","+37455036085","Աշտարակ","https://spyur.am/am/companies/tax-master-accountancy-office/54885","","https://www.facebook.com/taxmaster.acc","","","21.04.2026","call"
"D","ԹԻ ԸՔԱՈՒՆԹ ՍՊԸ","Տիգրան Յուրիկի Մարտիրոսյան, տնօրեն","+37411408608","","Երևան","https://spyur.am/am/companies/t-account/6087","http://www.taccount.am","","16-50","2007","28.11.2025","call"
"D","ԹԻՄ 2 ԲԻ","Վլադիմեր Շատվերյան, տնօրեն","+37460500987","","Երևան","https://spyur.am/am/companies/team2b/48119","https://team2b.am/","","","","21.08.2026","call"
"D","ԹԻՄ ՎԻ-ԷՍ-ՎԻ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Անի Առաքելյան, տնօրեն","+37499920425","+37495920425","Երևան","https://spyur.am/am/companies/team-vsv-accountancy-office/55012","","https://www.facebook.com/teamvsv.acc","","","03.02.2026","call"
"D","ԹՐԱՍԹ ԿՈՄՊԱՆԻ ՍՊԸ","Սամվել Աշուղաթոյան, տնօրեն","+37494044140","+37499064140","Երևան","https://spyur.am/am/companies/trust-company/27593","https://www.trustycompany.am/","","","","10.09.2026","call"
"D","ԹՐԻՓԼ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","Լիպարիտ Անտոնյան, տնօրեն","+37498553533","","Երևան","https://spyur.am/am/companies/triple-consulting/45227","https://www.triple-c.am","https://www.facebook.com/TripleCArmenia","","2019","30.01.2026","call"
"D","ԻԿԿԱ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Վարդան Դավթյան, տնօրեն","+37499080907","+37443430907","Երևան","https://spyur.am/am/companies/ikka-accounting-office/40669","","https://www.facebook.com/Ikkaaccountingoffice/","","","28.11.2025","call"
"D","ԻՄ ՀԱՇՎԱՊԱՀ","","+37444580401","","Երևան","https://spyur.am/am/companies/im-hashvapah/59830","","https://www.facebook.com/p/%D4%BB%D5%B4-%D5%80%D5%A1%D5%B7%D5%BE%D5%A1%D5%BA%D5%A1%D5%B0-61583956924321/","","","11.08.2026","call"
"D","ԻՆ ԹԱՅՄ ԷՅ ՍԻ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ ՍՊԸ","Գևորգ Քոչարյան, տնօրեն","+37441800330","","Երևան","https://spyur.am/am/companies/in-time-ac-accounting-center/50715","","https://www.facebook.com/intimeacccentre","","","28.11.2025","call"
"D","ԻՆԵԱ ՍՊԸ","Սերգեյ Ջավուկցյան, գլխավոր տնօրեն","+37443008787","+37491025555","Երևան","https://spyur.am/am/companies/inea/52312","","","","","04.09.2026","call"
"D","ԻՆԿՈԳՆԻՏՈ ՍՊԸ","Դավիթ Սարդարյան, տնօրեն","+37491538381","","Երևան","https://spyur.am/am/companies/incognito/45653","","","","","23.01.2026","call"
"D","ԻՆԿՈՄԿԵՆՏՐՈՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Սուսաննա Եղոյան, տնօրեն","+37441308646","","Երևան","https://spyur.am/am/companies/income-centre-accounting-company/44100","","https://www.facebook.com/incom.centre/timeline?lst=100007936543134%3A100034542948418%3A1553512589","","","23.02.2026","call"
"D","ԼԱԳԱ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Գագիկ Ասատրյան, տնօրեն","+37499508870","+37494105888","Երևան","https://spyur.am/am/companies/laga-accounting-company/35794","","","","","26.09.2025","call"
"D","ԼԱՐԻՍԱ ՄԵՍՐՈՊՅԱՆ անհատ ձեռնարկատեր (ԱՁ)","Լարիսա Մեսրոպյան, տնօրեն","+37499008049","+37411548687","Երևան","https://spyur.am/am/companies/larisa-mesropyan/22239","","","","","23.01.2026","solo"
"D","ԼԵԳԱ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Լիլյա Բադեյան, տնօրեն","+37499655720","","Երևան","https://spyur.am/am/companies/lega-accounting-company/22086","https://lega.am/","https://www.facebook.com/profile.php?id=100041856925917","","","19.09.2025","call"
"D","ԼԵԴՋԵՐԱ ԳՐՈՒՊ","Գևորգ Գինոսյան, կառավարող գործընկեր","+37491111923","","Երևան","https://spyur.am/am/companies/ledgera-group/59650","http://www.ledgeragroup.am/","","","","27.07.2026","call"
"D","ԼԻԴ ՔՈՆՍԱԼԹԻՆԳ","","+37441661661","+37498751313","Երևան","https://spyur.am/am/companies/lead-consulting/59805","","https://www.facebook.com/people/LEAD-Consulting-Financial-Accounting/100067148321388/#","","","17.07.2026","call"
"D","ԼԻԴԵՐՍ ՔՈՄՓԸՆԻ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ","Լուսինե Նալբանդյան, տնօրեն","+37477252082","+37491052082","Աբովյան","https://spyur.am/am/companies/leaders-company-accountancy-office/54836","","https://www.facebook.com/leaderscompany.acc","","","17.11.2025","call"
"D","ԼՈԲ ԷՅ ԷՄ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+37433021551","+37455021551","Երևան","https://spyur.am/am/companies/lob-am-accounting-company/57467","https://lob.am/","","","","29.05.2026","call"
"D","ԼՈՅԱԼ ՓԱՐԹՆԵՐ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Ռուզաննա Ստեփանյան, տնօրեն","+37494631505","+37433631505","Սպիտակ","https://spyur.am/am/companies/loyal-partner-accounting-company/55017","","https://www.facebook.com/loyal.partner.acc","","","30.07.2026","call"
"D","ԼՈՒՄԱՆԻ","","+37493009696","","Երևան","https://spyur.am/am/companies/lumani/58738","https://lumani.am/","","","","08.12.2025","call"
"D","ԽԱՉԱՏՐՅԱՆ ՔՈՆՍԱԼԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Տիգրան Խաչատրյան, տնօրեն","+37443144441","","Երևան","https://spyur.am/am/companies/khachatryan-consulting-accounting-company/45771","","https://www.facebook.com/khachatryan.consulting","","","26.01.2026","call"
"D","ԿԱՊԱՆԻ ՀՀԳ ՍՊԸ","Դավիթ Մարտիրոսյան, տնօրեն","+37498322081","","Կապան","https://spyur.am/am/companies/kapani-hhg/22286","","https://www.facebook.com/kapani.hhg","","","20.08.2026","call"
"D","ԿԱՐ-ՏԵԳ ԳՐՈՒՊ ՍՊԸ","","+37477060005","","Երևան","https://spyur.am/am/companies/kar-teg-group/51008","","","","","28.11.2025","call"
"D","ԿՆԻՔ ՍՊԸ","Արմեն Խաչատրյան, տնօրեն","+37477254052","+37433254052","Երևան","https://spyur.am/am/companies/kniq/53877","https://kniq.am/","https://www.facebook.com/kniq.am/","","","18.02.2025","call"
"D","ԿՈՆՑԵՊՏՈՒՄ ՍՊԸ","Մխիթար Կոտանիդիս, տնօրեն","+37495705577","","Երևան","https://spyur.am/am/companies/conceptum/24990","","https://www.facebook.com/Conceptum.guide","","","19.01.2026","call"
"D","ԿՐԵԴԵԲ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Գևորգ Մանգասարյան, տնօրեն","+37428430230","+37493550230","Գորիս","https://spyur.am/am/companies/credeb-accounting-office/36557","","","","","01.05.2026","call"
"D","ԿՐԵՍՏՈՆ ԱՐՄԵՆԻԱ ՓԲԸ","Զարուհի Մանասարյան, տնօրեն","+37499477867","","Երևան","https://spyur.am/am/companies/kreston-armenia/56565","","https://www.facebook.com/LLConsultingCJSC","","","19.03.2026","call"
"D","ՀԱԿՈԲՅԱՆ ԸՔԱՈՒՆԹԻՆԳ","","+37498373801","","Երևան","https://spyur.am/am/companies/hakobyan-accounting/56969","","https://www.facebook.com/HakobyanAccountingandFinance","","","19.05.2026","call"
"D","ՀԱՄԱՍԻԱՆ ՀԱՐՈՒԹՅՈՒՆ - ՀԱՇՎԱՊԱՀԱԿԱՆ ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐ","Հարություն Համասյան, տնօրեն","+18185018333","","","https://spyur.am/am/companies/hamassian-harutune---accountants/38611","","","","","18.05.2026","foreign"
"D","ՀԱՄԱՐ ՄԵԿ ՀԱՇՎԱՊԱՀԱԿԱՆ ԾԱՌԱՅՈՒԹՅՈՒՆ","Կարեն Աղաջանյան, ղեկավար","+37410531531","+37477022221","Երևան","https://spyur.am/am/companies/number-one-accounting-service/39595","http://www.numberone.am","https://www.facebook.com/n1accounting","","","03.10.2025","call"
"D","ՀԱՇՎԱՊԱՀ ԱՌԼԵՆ ԳԱՐԱՊԵՏԻԱՆ","Առլեն Գարապետիան, ղեկավար","+18185021040","","","https://spyur.am/am/companies/arlen-gharapetian-cpa/37682","https://www.arlencpa.com/","","","","20.05.2026","foreign"
"D","ՀԱՇՎԱՊԱՀ ՍՊԸ","Նարեկ Թամոյան, տնօրեն","+37495076166","","Երևան","https://spyur.am/am/companies/hashvapah/45792","","","","","03.08.2026","call"
"D","ՀԱՍՄԻԿ ՄԱՐԳԱՐՅԱՆ ՀԱՄԼԵՏԻ","Հասմիկ Մարգարյան, տնօրեն","+37433145623","","Երևան","https://spyur.am/am/companies/hasmik-margaryan-hamleti/58818","","","","","24.12.2025","call"
"D","ՀԱՎԱՏԱՐԻՄ ԳՈՐԾԸՆԿԵՐ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Ռուզաննա Մկրտչյան, տնօրեն","+37496622285","+37477222285","Գավառ","https://spyur.am/am/companies/havatarim-gortsynker-accounting-company/54865","","https://www.facebook.com/trusty.partner.acc","","","30.06.2026","call"
"D","ՀԱՐՐԻ ԴԻՐԱՄԱՐԻԱՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐ ՄԱՏՈՒՑՈՂ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+16267914815","","","https://spyur.am/am/companies/harry-diramarian---professional-bookkeeping-services/37334","","","","","21.05.2026","foreign"
"D","ՀԵԼՓՍ ՔԸՆՍԱԼԹԻՆԳ ՍՊԸ","Սոնա Խաչատրյան, գործադիր տնօրեն","+37498021713","+37491243333","Երևան","https://spyur.am/am/companies/helps-consulting/42929","http://helps.am","https://www.facebook.com/helpsconsulting","","","01.04.2027","call"
"D","ՀԵԼՓՍ ՔՈՐՓՈՐԵՅՇԸՆ ՍՊԸ","Մարիամ Վարժապետյան, տնօրեն","+37498021713","","Երևան","https://spyur.am/am/companies/helps-corporation/57775","https://helps.am","","","","06.03.2026","call"
"D","ՀԵՆԴ ԹՈՒ ՀԵՆԴ ՍՊԸ","","+37496734442","","Երևան","https://spyur.am/am/companies/hand-to-hand/44265","http://www.handtohand.am/","","","","25.02.2026","call"
"D","ՀԵՆՐԻ Ա. ՄԱԼԱՔՅԱՆ","","+18182440870","","","https://spyur.am/am/companies/henry-a-malakian/57399","https://mfstax.net/","","","","21.05.2026","foreign"
"D","ՀՈՎՀԱՆՆԻՍՅԱՆ ԿԵՆՏՐՈՆ","Եղեգնուհի Հովհաննիսյան, տնօրեն","+37498691971","+37495691971","Երևան","https://spyur.am/am/companies/hovhannisyan-center/58156","","https://www.facebook.com/profile.php?id=100078700635591","","","31.07.2026","call"
"D","ՂԱՐԻԲՅԱՆՍ ԼՈՈՒ ԻՐԱՎԱԲԱՆԱԿԱՆ ԵՎ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ (ՂԱՐԻԲՅԱՆՍ ԼՈՈՒ սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ)","Էդգար Ղարիբյան, տնօրեն","+37441333233","","Երևան","https://spyur.am/am/companies/gharibyans-law-law-and-accounting-company/56248","","https://www.facebook.com/profile.php?id=100063746191046","","","17.06.2026","call"
"D","ՃՇԳՐԻՏ ՀԱՇՎԱՊԱՀՈՒԹՅՈՒՆ ԵՎ ԽՈՐՀՐԴԱՏՎՈՒԹՅՈՒՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Արմինե Ջուլհակյան, տնօրեն","+37491126065","+37494126065","Բերդ","https://spyur.am/am/companies/accurate-accounting-and-consulting-accountancy-company/54906","","https://www.facebook.com/accurate.accounting.consulting","","","29.09.2025","call"
"D","ՄԱԹԵՎՈՍՅԱՆ ԳՐՈՒՊ ՍՊԸ","Հասմիկ Մաթևոսյան, տնօրեն","+37493054560","","Երևան","https://spyur.am/am/companies/matevosyan-group/59152","","","","","12.03.2026","call"
"D","ՄԱՅՆԴՕՆ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Ֆլորա Միրզոյան, տնօրեն","+37455605600","+37455880580","Երևան","https://spyur.am/am/companies/mindon-accounting-accounting-company/48529","","https://www.facebook.com/mindonaccounting","","","17.02.2026","call"
"D","ՄԱՆՄԱՐՏԻ ՍՊԸ","Լևոն Մանուչարյան, տնօրեն","+37491509050","","Երևան","https://spyur.am/am/companies/manmarty/47795","http://www.manmarty.am/","https://www.facebook.com/Manmartyaccounting","","","05.01.2026","call"
"D","ՄԱՐԿ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","","+37433311133","+37499911199","Երևան","https://spyur.am/am/companies/mark-consulting/53842","","https://www.facebook.com/markconsultingllc","","","12.01.2026","call"
"D","ՄԵԼՍ ՔՆՍԱԼԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Աշոտ Ենգիբարյան, տնօրեն","+37493021525","","Երևան","https://spyur.am/am/companies/mels-consulting-accounting-company/54125","","https://www.facebook.com/MelssConsulting","","","01.06.2026","call"
"D","ՄԵՏԱ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Արփինե Ասլանյան, տնօրեն","+37491322450","+37455322450","Երևան","https://spyur.am/am/companies/meta-accounting-accountancy-office/54981","","https://www.facebook.com/meta.accounting.llc","","","30.06.2026","call"
"D","ՄԷԱ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Լուսինե Եղիազարյան, տնօրեն","+37491609511","+37494609511","Երևան","https://spyur.am/am/companies/mea-accounting-accountancy-office/55016","","https://www.facebook.com/accounting.mea","","","30.06.2026","call"
"D","ՄՄ ՔՈՆՍԱԼԹԻՆԳ","Արփինե Սուլթանյան, տնօրեն","+37498368443","","Երևան","https://spyur.am/am/companies/mm-consulting/56038","","https://www.facebook.com/profile.php?id=61556807607586","","","24.09.2025","call"
"D","ՄՈՏԻՎ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","Արթուր Հակոբյան, տնօրեն","+37444808001","","Երևան","https://spyur.am/am/companies/motive-consulting/51970","","https://www.facebook.com/motivconsultingandtrainingLLC.am","","","29.01.2026","call"
"D","ՄՈՒՇԵՂՅԱՆ ԵՎ ԳՈՐԾԸՆԿԵՐՆԵՐ","","+37493269090","","Երևան","https://spyur.am/am/companies/musheghyan-and-partners/55120","","https://www.facebook.com/mp.accounting.tax","","","29.07.2026","call"
"D","ՄՈՒՌ ՀԱՅԱՍՏԱՆ","","+37495901949","","Երևան","https://spyur.am/am/companies/moore-armenia/51309","https://www.moore-armenia.am/","https://www.facebook.com/profile.php?id=100073893122239","","","30.01.2026","call"
"D","ՅՈՒՆԱՅԹԻԴ ՔՆՍԱԼԹԻՆԳ ՔՈ.","","+37491480448","","Երևան","https://spyur.am/am/companies/united-consulting-co/58417","","https://www.facebook.com/profile.php?id=61568812065612","","","03.10.2025","call"
"D","ՆՈՒՆԵ ՀՈԽԱՆՅԱՆ անհատ ձեռնարկատեր (ԱՁ)","Նունե Հոխանյան, ղեկավար","+37491450450","","Երևան","https://spyur.am/am/companies/nune-hokhanyan/56103","","","","","29.09.2025","solo"
"D","ՇԱՀԻՆՅԱՆՍ ՔՈՄՓԱՆԻ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Արա Շահինյան, տնօրեն","+37493809988","","Երևան","https://spyur.am/am/companies/shahinyans-company-accounting-company/48083","","https://www.facebook.com/SHAHINYANs-Company-107768998116686","","","23.12.2025","call"
"D","ՊՐՈԳՐԵՍ-ԱՈՒԴԻՏ ՓԲԸ","Ռուզաննա Արզումանյան, գլխավոր տնօրեն","+37410541175","+37410561176","Երևան","https://spyur.am/am/companies/progress-audit/7069","","","16-50","2010","17.02.2026","call"
"D","ՊՐՈԸՔԱՈՒՆԹԻՆԳ","","+37444307307","","Երևան","https://spyur.am/am/companies/proaccounting/50796","","https://www.facebook.com/proaccounting.am","","","17.12.2025","call"
"D","ՊՐՈՏԱԿՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԱԶՄԱԿԵՐՊՈՒԹՅՈՒՆ ՍՊԸ","","+37455480400","","Երևան","https://spyur.am/am/companies/protax-accounting-organization/40697","","https://www.facebook.com/HasvapahakanCarayutyunner","","","04.09.2025","call"
"D","ՊՐՈՔՍԻ ՍԵՐՎԻՍ","Արմեն Վարդանյան, տնօրեն","+37411776999","+37477776999","Երևան","https://spyur.am/am/companies/proxy-service/34068","","https://www.facebook.com/ProxyCenter","","","03.11.2025","call"
"D","ՊՐՈՖ ՓԱՐԹՆԵՐՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Նունիկ Մանուկյան, տնօրեն","+37493590738","+37499590738","Ապարան","https://spyur.am/am/companies/prof-partners-accountancy-office/55013","","https://www.facebook.com/prof.partners.llc","","","21.08.2026","call"
"D","ՊՐՈՖԹԻՄ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ","Նարինե Գիշյան, տնօրեն","+37491328100","+37493328100","Նոյեմբերյան","https://spyur.am/am/companies/profteam-accounting-accountancy-office/54979","","https://www.facebook.com/profteam.accounting","","","25.12.2025","call"
"D","ՊՐՈՖԻՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Նարեկ Մանուկյան, տնօրեն","+37498591214","","Երևան","https://spyur.am/am/companies/profin-accounting-company/46289","http://profin.am/","https://www.facebook.com/profin.consulting.arm","","","16.06.2026","call"
"D","ՊՐՈՖՀԱՇ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԿԵՆՏՐՈՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Ասյա Պողոսյան, տնօրեն","+37491627772","+37477627772","Արմավիր","https://spyur.am/am/companies/profhash-consulting-center-accounting-company/54883","","https://www.facebook.com/profhash.consulting","","","25.12.2025","call"
"D","ՊՐՈՖՄԱՔՍ ՍԸԼՈՒՇԸՆՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Հասմիկ Հակոբյան, տնօրեն","+37491042625","+37495042625","Չարենցավան","https://spyur.am/am/companies/profmax-solutions-accounting-company/54980","","https://www.facebook.com/profmax.solutions","","","03.02.2026","call"
"D","ՋԵՆԵՐԱԼ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ","","+37493921523","+37455921523","Երևան","https://spyur.am/am/companies/general-accounting-accountancy-office/51412","https://armaa.am/am/partners/jeneral-yqavounthing-hashvapahakan-hashvarman-grasenyak?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExUGNnN2pwVGhDMGszM1BFYgEe-hGpnrtCsmoLbGlncRq15nWgzpzz5HBbGTP6lI4YlluIMCSrIyP_sWMaDoY_aem_gpEU4zErukOZsjACtVuAEQ","https://www.facebook.com/accounting.general/","","","15.07.2025","call"
"D","ՋԻ ԷՅՋ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Հրաչ Լայիշյան, տնօրեն","+37460543777","+37477606777","Երևան","https://spyur.am/am/companies/gh-accounting-company/58584","","https://www.facebook.com/GHAccountLLC/?locale=hy_AM","","","12.11.2025","call"
"D","ՋՈՅՆ ԱՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Իսկուհի Էնոքյան, տնօրեն","+37495043354","+37477043354","Մասիս","https://spyur.am/am/companies/join-us-accountancy-office/54904","","https://www.facebook.com/joinus.acc","","","30.01.2026","call"
"D","ՌԱՅԹ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","Կարեն Վազգենի Ստեփանյան, տնօրեն","+37460370131","","Երևան","https://spyur.am/am/companies/right-consulting/27430","","","","","30.01.2026","call"
"D","ՌԵԱԼ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","Արմեն Ադամյան, տնօրեն","+37491484482","","Երևան","https://spyur.am/am/companies/real-consulting/45611","","","","","26.01.2026","call"
"D","ՌՈՒԲԵՆՅԱՆ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+37493235675","+37441777388","Երևան","https://spyur.am/am/companies/rubenyan-accounting-accounting-company/57978","","https://www.facebook.com/profile.php?id=61564404554662","","","29.07.2026","call"
"D","ՍԱՄԱՐՏ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","","+37495615141","","Դավթաշեն","https://spyur.am/am/companies/samart-consulting/49808","","","","","25.03.2026","call"
"D","ՍԱՆԹԵԼՅԱՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+37455411556","+37495411556","Երևան","https://spyur.am/am/companies/santelyan-accounting-company/58300","","https://www.facebook.com/profile.php?id=61572427806506","","","10.09.2025","call"
"D","ՍԱՆՈՒԱՆ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+37493326031","","Երևան","https://spyur.am/am/companies/sanone-accounting-accounting-company/49309","","https://www.facebook.com/SAN1accounting/","","","31.08.2026","call"
"D","ՍԱՎԱ ԻՆՏԵԼԵԿՏ ՍՊԸ","","+37460732999","+37441556680","Երևան","https://spyur.am/am/companies/sava-intellect/49880","","","","","18.05.2026","call"
"D","ՍԱՏԱՐ ԻՐԱՎԱԲԱՆԱԿԱՆ ԵՎ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Խաժակ Աշոտի Մաթևոսյան, տնօրեն","+37410501464","+37477330880","Երևան","https://spyur.am/am/companies/satar-law-and-accounting-company/25581","http://www.satar.am","","","2010","05.01.2026","call"
"D","ՍԱՐԳՍՅԱՆՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Անուշ Սարգսյան, տնօրեն","+37493881125","+37410269374","Երևան","https://spyur.am/am/companies/sargsyans-accounting-company/43061","https://sargsyansgroup.com/","https://www.facebook.com/sargsyansllcaccounting","<15","2019","19.08.2026","call"
