tier,name,director,phone1,phone2,city,spyur_url,website,facebook,staff,founded,updated,flag
"D","ՍԵՅՖ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Անժելա Զաքարյան, տնօրեն","+37499844775","+37455844775","Երևան","https://spyur.am/am/companies/safe-accounting-accountancy-office/55041","","https://www.facebook.com/safe.accounting.acc/","","","30.06.2026","call"
"D","ՍԵՅՖԹԻ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ","Մերի Հակոբյան, տնօրեն","+37411229090","+37495629090","Երևան","https://spyur.am/am/companies/safety-accounting-accounting-center/24451","https://www.safetyaccounting.am/","","<15","2010","09.01.2026","call"
"D","ՍԵՐԻՆԵ ՊՈՂՈՍՅԱՆ անհատ ձեռնարկատեր (ԱՁ)","Սերինե Պողոսյան, տնօրեն","+37493895576","","Գյումրի","https://spyur.am/am/companies/serine-poghosyan/49079","","","","","21.01.2026","solo"
"D","ՍԹԵՓԱՓ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","","+37493909451","","Երևան","https://spyur.am/am/companies/stepup-accounting-company/48641","","https://www.facebook.com/p/StepUp-LLC-100063876287094/","","","08.12.2025","call"
"D","ՍԻԳՄԱ ՍԵՐՎԻՍԻԶ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ","","+37498702082","+37455702082","Մեղրի","https://spyur.am/am/companies/sigma-services-accountancy-office/54803","","https://www.facebook.com/sigma.services.acc","","","08.12.2025","call"
"D","ՍԻՐԻՈՒՍ ԼԱՅԹ ՍՊԸ","Լարիսա Մանասյան, տնօրեն","+37498026167","+37494226167","Սիսիան","https://spyur.am/am/companies/sirius-light/54838","","https://www.facebook.com/sirius.light.acc","","","08.04.2026","call"
"D","ՍՄԱՐԹ ԸՔԱՈՒՆԹԸՆԹ","","+37494196648","+37491196648","Հրազդան","https://spyur.am/am/companies/smart-accountant/54940","","https://www.facebook.com/p/Smart-Accoutant-100086531961043/?paipv=0&eav=AfbzTeR_B3zdQWnYxQJTvoSmJsQsnjGPHJX9wW4Ry12rk3vPdVp-kz6K0KUBkHRMd8w&_rdr","","","24.11.2025","call"
"D","ՍՄԱՐԹ ՀԱՇՎԱՌՈՒՄ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ ՍՊԸ","Արմեն Փերիխանյան, տնօրեն","+37499529979","+37495529979","Ալավերդի","https://spyur.am/am/companies/smart-account-accounting-center/54992","","https://www.facebook.com/smart.account.acc","","","24.11.2025","call"
"D","ՍՄԱՐԹ ՔԸՆՍԱԼԹ ՍՊԸ","","+37498331227","","Հրազդան","https://spyur.am/am/companies/smart-consult/56221","","https://www.facebook.com/smart.consultacc","","","25.03.2026","call"
"D","ՍՈՆ-ՍԱՄ ՍՊԸ","Կարեն Պետրոսյան, տնօրեն","+37455597760","","Երևան","https://spyur.am/am/companies/son-sam/53322","","","","","26.03.2026","call"
"D","ՍՈՆԵԼ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Արայիկ Հովիկի Այվազյան, տնօրեն","+37455654433","+37499654433","Երևան","https://spyur.am/am/companies/sonel-accounting-and-consulting-company/29209","http://www.sonel.am","https://www.facebook.com/AccountingandConsultingFirm","<15","2012","20.11.2025","call"
"D","ՍՏԵՓ ՖՈՐՎԱՐԴ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Էվելինա Այվազյան, տնօրեն","+37498790047","+37444790047","Նոր Հաճըն","https://spyur.am/am/companies/step-forward-accounting-company/55018","","https://www.facebook.com/step.forward.acc","","","25.11.2025","call"
"D","ՍՏՈՒՅԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Սպարտակ Սմբատյան, տնօրեն","+37499775599","+37493649444","Աբովյան","https://spyur.am/am/companies/stuyg-accounting-office/26962","https://stuyg.am/","https://www.facebook.com/stuyghashvapahakan/","","","01.07.2026","call"
"D","ՎԱՅԶ ԸՔԱՈՒՆԹԻՆԳ ՍՊԸ","Սիրանույշ Գրիգորյան, տնօրեն","+37443775770","+37411774770","Երևան","https://spyur.am/am/companies/wise-accounting/34576","http://www.wiseaccounting.am","https://www.facebook.com/wiseconsult.am/","","","30.01.2026","call"
"D","ՎԱՍՏ ՔՈՆՍԱԼԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+37477002453","+37493426872","Երևան","https://spyur.am/am/companies/vast-consulting-accounting-company/45940","","https://www.facebook.com/VAST.consulting.agency/","","","13.01.2026","call"
"D","ՎՍՏԱՀԵԼԻ ԳՈՐԾԸՆԿԵՐ (ՀՐԱՅՐ ՂԱԶԱՐՅԱՆ անհատ ձեռնարկատեր/ԱՁ)","Հրայր Ղազարյան, տնօրեն","+37499066515","","Երևան","https://spyur.am/am/companies/vstaheli-gotsenker/27014","","","","","01.06.2026","solo"
"D","ՏԻՏԱՆՅԱՆ ՍՊԸ","Արամ Տիտանյան, տնօրեն","+37495397463","+37494277039","Երևան","https://spyur.am/am/companies/titanyan/49926","","","","","25.03.2026","call"
"D","ՏՈՏԱԼ ԱՉԻՎՄԵՆՏ ԿՈՆՍԱԼՏԻՆԳ ՍՊԸ","","+37498115507","","Երևան","https://spyur.am/am/companies/total-achievement-consulting/59234","https://total-achievement.com/","","","","19.05.2026","call"
"D","ՏՐԻՈ ԳԱՐԱՆՏ ՍՊԸ","","+37498090605","","Երևան","https://spyur.am/am/companies/trio-garant/48704","http://triogarant.am/","https://www.facebook.com/triogarant/","","","24.06.2026","call"
"D","ՐԻԹՐԻՎ ԼԻԳԸԼ ԷՆԴ ԹԵՔՍ","","+37441777332","","Երևան","https://spyur.am/am/companies/retrieve-legal--tax/56383","https://www.retrieve.am/","https://www.facebook.com/retrievelegalandtax/","","","23.06.2026","call"
"D","ՓԱՐԹՆԵՐՇԻՓ","Արամ Շահբազյան, տնօրեն","+37477357901","","Երևան","https://spyur.am/am/companies/partnership/52769","","https://www.facebook.com/profile.php?id=100083081084868","","","26.01.2026","call"
"D","ՓԱՐԹՆԵՐՍ ԳՐՈՒՊ ՍՊԸ","Գարիկ Սարգսյան, տնօրեն","+37494974433","","Երևան","https://spyur.am/am/companies/partners-group/58890","","","","","15.01.2026","call"
"D","ՓԸՐՖԵՔԹ ԱՈՒԴԻՏ ՍՊԸ","Աղավնի Բաբայան, տնօրեն","+37410524724","+37493878382","Երևան","https://spyur.am/am/companies/perfect-audit/7210","http://www.perfectaudit.am","","16-50","2009","12.12.2025","call"
"D","ՓԻ ՍԻ ԷՅ ԹԻ ՔՈՆՍԱԼԹԻՆԳ","Դիանա Մնացականյան, տնօրեն","+37498488422","","Երևան","https://spyur.am/am/companies/pcat-consulting/35228","","https://www.facebook.com/pcat.center/","","","06.08.2026","call"
"D","ՓՐԱՅՄ ՍԸՓՈՐԹ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ ՍՊԸ","Հասմիկ Ավագյան, տնօրեն","+37491322470","+37493322470","Երևան","https://spyur.am/am/companies/prime-support-accounting-center/33715","","https://www.facebook.com/prime.support.acc","","","05.11.2025","call"
"D","ՔԵՅ ՓԱՐԹՆՐԶ ՓԲԸ","Գագիկ Դավթի Եղիազարյան, նախագահ","+37410548574","","Երևան","https://spyur.am/am/companies/kpartners/3378","","","<15","2000","28.07.2026","call"
"D","ՔԵՅԷՄՋԻ ՔՈՆՍԱԼԹԻՆԳ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Կառլեն Խաչատրյան, տնօրեն","+37499130099","+37412581958","Երևան","https://spyur.am/am/companies/kmg-consulting-consulting-company/40628","http://www.kmg.am","https://www.facebook.com/kmgconsult","","","01.10.2025","call"
"D","ՔՅՈՒ ԲԻ ԼԻԴԵՐՍ ՍՊԸ","Վաղարշակ Սամսոնյան, տնօրեն","+37499555753","","Երևան","https://spyur.am/am/companies/qb-leaders/58849","https://qbleaders.com/","","","","09.01.2026","call"
"D","ՔՈ ԽՈՐՀՐԴԱՏՈՒՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","Լուսինե Սարգսյան, տնօրեն","+37455926100","+37477926100","Արտաշատ","https://spyur.am/am/companies/your-consultant-accounting-office/54843","","https://www.facebook.com/yourconsultant.acc","","","10.10.2025","call"
"D","ՔՐԻՍՏԻՆԱ ՍԱՐԳՍՅԱՆ անհատ ձեռնարկատեր (ԱՁ)","Ալբերտ Սարգսյան, տնօրեն","+37499662213","","Երևան","https://spyur.am/am/companies/kristina-sargsyan/39397","","","","","26.06.2026","solo"
"D","ՔՐՈՈՒ ՔԸՆՍԱԼԹԻՆԳ","","+37493460000","","Երևան","https://spyur.am/am/companies/crow-consulting/53838","","https://www.facebook.com/CrowConsulting","","","29.05.2026","call"
"D","ՕՆ ԹԱՅՄ ՀԱՇՎԱՊԱՀՈՒԹՅՈՒՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Արևիկ Գրիգորյան, տնօրեն","+37499027910","+37455027910","Սևան","https://spyur.am/am/companies/on-time-accountancy-accounting-office/54887","","https://www.facebook.com/ontime.hashvapah","","","22.12.2025","call"
"D","ՖԱՅՆԵՆՍ ԲԻ ԱՅ ՍՊԸ","Մարինե Անդրեասյան, տնօրեն","+37455664499","","Երևան","https://spyur.am/am/companies/finance-bi/49899","","","","","01.05.2026","call"
"D","ՖԸՐՍԹ ԸՔԱՈՒՆԹԻՆԳ ՍՊԸ","","+37410444008","","Երևան","https://spyur.am/am/companies/first-accounting/47794","","","","","24.10.2025","call"
"D","ՖԻՆ ԿՈՐ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Արսեն Դավթյան, տնօրեն","+37410580501","","Երևան","https://spyur.am/am/companies/fin-cor-accounting-office/27618","","https://www.facebook.com/hashvapahakangrasenyak","","","27.02.2026","call"
"D","ՖԻՆ ՄԱՍՏԵՐ","","+37496140666","","Երևան","https://spyur.am/am/companies/fin-master/55184","","https://www.facebook.com/finmaster.am?locale=zh_TW","","","15.01.2026","call"
"D","ՖԻՆ ՍՔԱՅ ՔՈՆՍԱԼԹԻՆԳ (ՖԻՆ ՍՔԱՅ սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ)","Ռոբերտ Խաչատրյան, տնօրեն","+37441109109","","Երևան","https://spyur.am/am/companies/fin-sky-consulting/59864","","","","","17.08.2026","call"
"D","ՖԻՆ ՔԸՆԹՐՈԼ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","","+37499950253","+37477950253","Դիլիջան","https://spyur.am/am/companies/fin-control-accountancy-office/48249","","","","","03.07.2026","call"
"D","ՖԻՆ.ԱՄ","","+37493337007","+37455887007","Երևան","https://spyur.am/am/companies/finam/41097","","https://www.facebook.com/Fin.Amconsulting","","","25.12.2025","call"
"D","ՖԻՆԱՆՍ ԱՓ ՍՊԸ","Գոռ Հովհաննիսյան, տնօրեն","+37491209112","","Երևան","https://spyur.am/am/companies/finance-up/48941","","https://www.facebook.com/finupllc","","","26.11.2025","call"
"D","ՖԻՆԳՈՒՌՈՒ","","+37441930930","","Երևան","https://spyur.am/am/companies/finguru/55308","","https://www.facebook.com/finguru.am","","","26.02.2026","call"
"D","ՖԻՆԹԱՅՄ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","Ալմաստ Սարգսյան, տնօրեն","+37491022661","+37441022661","Թալին","https://spyur.am/am/companies/fintime-accounting-company/54905","","https://www.facebook.com/fintime.acc","","","28.08.2026","call"
"D","ՖԻՆԼԱԲ","","+37491500095","+37491500069","Երևան","https://spyur.am/am/companies/finlab/56382","","https://www.facebook.com/finlab.llc","","","01.05.2026","call"
"D","ՖԻՆԿՈՆՍԵՐՎԻՍ ՍՊԸ","","+37499455932","","Երևան","https://spyur.am/am/companies/finconservice/58936","","","","","26.01.2026","call"
"D","ՖԻՆՍ ԱՈՒԴԻՏ","Արմինե Արտուշի Ավագյան, հիմնադիր տնօրեն","+37477525075","+37477654000","Երևան","https://spyur.am/am/companies/fins-audit/34342","https://fins.am/","https://www.facebook.com/finsaudit","<15","2011","29.01.2026","call"
"D","ՖԻՆՎԵՅ ՍՊԸ","Սերժ Մարտիրոսյան, գործադիր տնօրեն","+37477044100","+37493303939","Երևան","https://spyur.am/am/companies/finway/58167","","https://www.facebook.com/people/FinWay-Strategic-Accounting-Advisory/61577011478412/","","","24.11.2025","call"
"D","ՖԻՆՎԵՅՎ ՔՆՍԱԼԹ ՍՊԸ","","+37494578057","","Երևան","https://spyur.am/am/companies/finwave-consult/56317","","https://www.facebook.com/profile.php?id=61557932373611","","","31.03.2026","call"
"D","ՖԻՆՕՊՏԻՄԱ ՍՈԼՈՒՇՆՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ","Էրիկ Խառատյան, տնօրեն","+37498940393","+37433940393","Իջևան","https://spyur.am/am/companies/finoptima-solutions-accountancy-office/54861","","https://www.facebook.com/finoptima.solutions","","","03.10.2025","call"
"D","ՖԻՆՖՈՔՍ ՍՊԸ","Հարություն Նորեյան, տնօրեն","+37498856967","","Երևան","https://spyur.am/am/companies/finfox/58844","","","","","08.01.2026","call"
"D","ՖՈՒՐԻՈՍԱ ՍՊԸ","Արտակ Հակոբյան, տնօրեն","+37494034666","","Երևան","https://spyur.am/am/companies/furiosa/59957","https://www.furiosa.am/","","","","26.08.2026","call"
